Message_ID,Date,Content,Category
1,9/11/2015,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Response
2,6/1/2015,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Order
3,3/2/2016,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Request
1,8/7/2015,Suspendisse potenti. In eleifend quam a odio.,Response
2,8/31/2015,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Request
3,4/12/2015,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Response
4,10/2/2015,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Help
5,1/1/2016,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Response
6,1/5/2016,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Help
7,11/13/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Request
8,2/7/2016,Sed accumsan felis.,Response
9,3/28/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Order
1,1/19/2016,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Order
2,4/29/2015,In hac habitasse platea dictumst.,Query
3,4/6/2015,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Order
4,12/23/2015,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Response
5,7/3/2015,Morbi porttitor lorem id ligula.,Help
6,1/31/2016,Suspendisse potenti.,Order
7,5/16/2015,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Request
8,8/27/2015,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Order
9,5/28/2015,In sagittis dui vel nisl.,Order
10,8/22/2015,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Help
11,4/3/2015,Nulla mollis molestie lorem. Quisque ut erat.,Help
12,8/2/2015,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Response
1,8/22/2015,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Request
2,10/24/2015,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Query
3,12/5/2015,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Help
4,5/30/2015,Vivamus in felis eu sapien cursus vestibulum.,Query
5,7/1/2015,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Help
6,3/9/2015,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",Request
7,3/20/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Response
8,10/12/2015,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Response
9,1/27/2016,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Query
10,11/24/2015,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Help
11,5/5/2015,Duis ac nibh.,Query
12,9/22/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Help
13,7/17/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Help
14,1/1/2016,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Request
1,7/11/2015,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Query
2,1/4/2016,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",Query
3,12/1/2015,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Query
4,12/3/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus.,Response
5,3/17/2015,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",Order
6,5/18/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Request
7,5/23/2015,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,Query
8,9/1/2015,Vivamus vel nulla eget eros elementum pellentesque.,Request
9,7/29/2015,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Response
10,3/13/2015,Mauris sit amet eros.,Order
11,9/21/2015,Phasellus sit amet erat.,Query
1,2/8/2016,Etiam vel augue. Vestibulum rutrum rutrum neque.,Help
2,10/17/2015,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Response
3,9/23/2015,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Order
4,7/21/2015,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Response
5,2/19/2016,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Order
6,8/14/2015,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Request
7,6/7/2015,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Order
8,9/19/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Help
9,7/24/2015,Morbi a ipsum. Integer a nibh.,Query
10,8/26/2015,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Help
11,5/10/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum.,Response
12,11/21/2015,In hac habitasse platea dictumst.,Order
13,2/21/2016,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Help
14,4/20/2015,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Order
1,11/24/2015,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Query
2,2/29/2016,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Request
1,5/3/2015,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Query
2,1/21/2016,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Query
3,2/5/2016,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Help
4,3/25/2015,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Response
5,7/30/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Request
6,6/21/2015,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Query
7,9/8/2015,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Query
8,6/17/2015,In eleifend quam a odio. In hac habitasse platea dictumst.,Query
9,9/24/2015,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Response
1,8/18/2015,In hac habitasse platea dictumst.,Query
2,1/2/2016,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Help
3,10/22/2015,Integer a nibh. In quis justo.,Response
4,7/30/2015,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",Order
5,1/29/2016,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Request
6,9/28/2015,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",Query
7,3/31/2015,In hac habitasse platea dictumst.,Request
8,10/6/2015,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Help
9,7/30/2015,Aliquam non mauris.,Help
10,2/6/2016,Nunc purus. Phasellus in felis.,Help
11,8/4/2015,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,Request
12,2/27/2016,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Response
13,6/19/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Query
14,7/28/2015,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Response
1,12/31/2015,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Response
2,9/16/2015,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Order
3,6/22/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Order
1,8/18/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Query
2,11/21/2015,Duis ac nibh.,Help
3,8/1/2015,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Response
1,5/16/2015,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Response
2,2/27/2016,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Order
3,12/18/2015,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Query
4,11/25/2015,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Request
5,1/4/2016,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Query
6,3/29/2015,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,Help
7,10/8/2015,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Query
8,4/10/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Query
9,1/1/2016,Donec quis orci eget orci vehicula condimentum.,Request
1,2/21/2016,Etiam justo. Etiam pretium iaculis justo.,Request
2,4/26/2015,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",Order
3,7/11/2015,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Response
4,2/14/2016,Donec posuere metus vitae ipsum. Aliquam non mauris.,Request
5,2/26/2016,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Query
6,10/17/2015,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Request
7,1/19/2016,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Order
8,6/25/2015,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Order
9,8/12/2015,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Request
10,6/30/2015,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Help
11,5/7/2015,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Query
1,12/21/2015,Nunc purus.,Request
2,12/28/2015,Praesent blandit lacinia erat.,Query
3,10/1/2015,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Query
4,11/3/2015,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Request
5,8/13/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Query
6,11/25/2015,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Order
7,7/19/2015,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,Order
8,12/19/2015,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Request
